"parent","child","parent_state","child_state","host_switch","rate","group"
275,278,"Unknown","Unknown",FALSE,0.00755495536363636,"No Shift"
278,277,"Unknown","Unknown",FALSE,0.00142600454212417,"No Shift"
277,276,"Unknown","Unknown",FALSE,0.00385476551152993,"No Shift"
276,408,"Unknown","Unknown",FALSE,0.000359964118962554,"No Shift"
408,409,"Unknown","Unknown",FALSE,0.00335129753215078,"No Shift"
409,410,"Unknown","Unknown",FALSE,0.000315531920534368,"No Shift"
410,411,"Unknown","Unknown",FALSE,0.00047863149232816,"No Shift"
411,412,"Unknown","Homo sapiens",FALSE,4.62422391330532e-10,"No Shift"
412,413,"Homo sapiens","Homo sapiens",FALSE,0.00026966641496918,"No Shift"
413,414,"Homo sapiens","Homo sapiens",FALSE,0.000151888071129027,"No Shift"
414,415,"Homo sapiens","Homo sapiens",FALSE,0.000142700247434745,"No Shift"
415,416,"Homo sapiens","Homo sapiens",FALSE,0.000115986927991678,"No Shift"
416,417,"Homo sapiens","Homo sapiens",FALSE,0.000823968402667384,"No Shift"
417,418,"Homo sapiens","Homo sapiens",FALSE,0.00220431926203769,"No Shift"
418,419,"Homo sapiens","Homo sapiens",FALSE,0.00724320013525499,"No Shift"
419,420,"Homo sapiens","Gallus gallus",TRUE,0.0057459173037694,"Host Shift"
420,421,"Gallus gallus","Gallus gallus",FALSE,0.000260469585370823,"No Shift"
421,46,"Gallus gallus","Gallus gallus",FALSE,0.000316339785452106,"No Shift"
421,47,"Gallus gallus","Homo sapiens",TRUE,0.00327884623547672,"Host Shift"
420,45,"Gallus gallus","Gallus gallus",FALSE,0.0035305398983592,"No Shift"
419,48,"Homo sapiens","Homo sapiens",FALSE,0.000494767106962306,"No Shift"
418,44,"Homo sapiens","Unknown",FALSE,0.00293931276674058,"No Shift"
417,422,"Homo sapiens","Homo sapiens",FALSE,0.000864097903932173,"No Shift"
422,423,"Homo sapiens","Homo sapiens",FALSE,0.000834728662203769,"No Shift"
423,424,"Homo sapiens","Homo sapiens",FALSE,0.0261824253880266,"No Shift"
424,50,"Homo sapiens","Passer montanus",TRUE,0.000162389017456186,"Host Shift"
424,51,"Homo sapiens","Homo sapiens",FALSE,0.000811775075259778,"No Shift"
423,49,"Homo sapiens","Homo sapiens",FALSE,0.00341517861197339,"No Shift"
422,52,"Homo sapiens","Homo sapiens",FALSE,0.000495969163506652,"No Shift"
416,425,"Homo sapiens","Homo sapiens",FALSE,0.000880282900399113,"No Shift"
425,426,"Homo sapiens","Homo sapiens",FALSE,0.00428395856629712,"No Shift"
426,42,"Homo sapiens","Homo sapiens",FALSE,0.00327137865343681,"No Shift"
426,43,"Homo sapiens","Homo sapiens",FALSE,1.51393269268514e-07,"No Shift"
425,41,"Homo sapiens","Homo sapiens",FALSE,0.000629756332407982,"No Shift"
415,53,"Homo sapiens","Homo sapiens",FALSE,0.000489850743569845,"No Shift"
414,427,"Homo sapiens","Homo sapiens",FALSE,0.000440643972756098,"No Shift"
427,428,"Homo sapiens","Homo sapiens",FALSE,1.95517863530288e-05,"No Shift"
428,429,"Homo sapiens","Homo sapiens",FALSE,0.00145297897209264,"No Shift"
429,54,"Homo sapiens","Homo sapiens",FALSE,0.00423252489356984,"No Shift"
429,55,"Homo sapiens","Homo sapiens",FALSE,0.000689149575727196,"No Shift"
428,430,"Homo sapiens","Homo sapiens",FALSE,0.000253611255240244,"No Shift"
430,56,"Homo sapiens","Homo sapiens",FALSE,0.000506614866414634,"No Shift"
430,57,"Homo sapiens","Homo sapiens",FALSE,6.2654987175388e-08,"No Shift"
427,58,"Homo sapiens","Homo sapiens",FALSE,0.00567955312416851,"No Shift"
413,59,"Homo sapiens","Anas platyrhynchos",TRUE,0.00408958735476718,"Host Shift"
412,431,"Homo sapiens","Homo sapiens",FALSE,0.00711686796452328,"No Shift"
431,432,"Homo sapiens","Homo sapiens",FALSE,0.00173601178394678,"No Shift"
432,433,"Homo sapiens","Homo sapiens",FALSE,0.000991165465654102,"No Shift"
433,434,"Homo sapiens","Homo sapiens",FALSE,0.000276283220905353,"No Shift"
434,435,"Homo sapiens","Homo sapiens",FALSE,0.00439789419290466,"No Shift"
435,436,"Homo sapiens","Homo sapiens",FALSE,0.00552923806208426,"No Shift"
436,437,"Homo sapiens","Homo sapiens",FALSE,0.0186628664966741,"No Shift"
437,438,"Homo sapiens","Homo sapiens",FALSE,0.000143216363946785,"No Shift"
438,29,"Homo sapiens","Homo sapiens",FALSE,0.000333264320612195,"No Shift"
438,30,"Homo sapiens","Homo sapiens",FALSE,0.00378456584900222,"No Shift"
437,439,"Homo sapiens","Homo sapiens",FALSE,0.000142588783892395,"No Shift"
439,31,"Homo sapiens","Homo sapiens",FALSE,0.00589950750288248,"No Shift"
439,32,"Homo sapiens","Homo sapiens",FALSE,0.0101075147006652,"No Shift"
436,28,"Homo sapiens","Homo sapiens",FALSE,0.000774555055432372,"No Shift"
435,440,"Homo sapiens","Unknown",FALSE,0.00597979939911308,"No Shift"
440,33,"Unknown","Gallus gallus",FALSE,9.94896091670732e-06,"No Shift"
440,34,"Unknown","Unknown",FALSE,0.000397490639605322,"No Shift"
434,441,"Homo sapiens","Homo sapiens",FALSE,0.000767091230421286,"No Shift"
441,26,"Homo sapiens","Homo sapiens",FALSE,0.00855131645232816,"No Shift"
441,27,"Homo sapiens","Homo sapiens",FALSE,0.000518829400107095,"No Shift"
433,35,"Homo sapiens","Homo sapiens",FALSE,0.000994969381463415,"No Shift"
432,442,"Homo sapiens","Mustela lutreola",TRUE,0.000405874007855876,"Host Shift"
442,443,"Mustela lutreola","Panthera tigris",TRUE,0.00064916088345898,"Host Shift"
443,444,"Panthera tigris","Phasianinae",TRUE,0.000426598645277162,"Host Shift"
444,36,"Phasianinae","Phasianinae",FALSE,2.47027575902683e-07,"No Shift"
444,37,"Phasianinae","Phasianinae",FALSE,0.000711603622172949,"No Shift"
443,38,"Panthera tigris","Panthera tigris",FALSE,7.22654560784701e-11,"No Shift"
442,39,"Mustela lutreola","Mustela lutreola",FALSE,0.000395347853427938,"No Shift"
431,40,"Homo sapiens","Anatidae",TRUE,0.00142603310414479,"Host Shift"
411,445,"Unknown","Unknown",FALSE,0.000340961956804584,"No Shift"
445,446,"Unknown","Unknown",FALSE,0.00114452727809313,"No Shift"
446,447,"Unknown","Accipitriformes",FALSE,0.000962740859230599,"No Shift"
447,63,"Accipitriformes","Accipitriformes",FALSE,0.000124852766292304,"No Shift"
447,64,"Accipitriformes","Aves",TRUE,0.000284195080643016,"Host Shift"
446,62,"Unknown","Unknown",FALSE,0.000385451168468071,"No Shift"
445,448,"Unknown","Anatidae",FALSE,0.00259077092594235,"No Shift"
448,60,"Anatidae","Arenaria interpres",TRUE,0.00169353385172949,"Host Shift"
448,61,"Anatidae","Anatidae",FALSE,0.00323896903192905,"No Shift"
410,65,"Unknown","Unknown",FALSE,0.00025505269259051,"No Shift"
409,449,"Unknown","Sus scrofa",FALSE,0.000734774173902439,"No Shift"
449,450,"Sus scrofa","Sus scrofa",FALSE,0.000101560721690909,"No Shift"
450,451,"Sus scrofa","Sus scrofa",FALSE,0.00078290803537051,"No Shift"
451,452,"Sus scrofa","Sus scrofa",FALSE,0.000192595430055698,"No Shift"
452,453,"Sus scrofa","Sus scrofa",FALSE,0.000167687352597982,"No Shift"
453,454,"Sus scrofa","Sus scrofa",FALSE,0.000546245202283902,"No Shift"
454,455,"Sus scrofa","Sus scrofa",FALSE,9.78539517035632e-05,"No Shift"
455,456,"Sus scrofa","Sus scrofa",FALSE,0.00739138606651885,"No Shift"
456,457,"Sus scrofa","Sus scrofa",FALSE,0.00195300030665188,"No Shift"
457,458,"Sus scrofa","Sus scrofa",FALSE,0.00125195496044346,"No Shift"
458,459,"Sus scrofa","Sus scrofa",FALSE,0.00349351359179601,"No Shift"
459,460,"Sus scrofa","Sus scrofa",FALSE,0.000372643132084479,"No Shift"
460,18,"Sus scrofa","Sus scrofa",FALSE,0.000905952740718404,"No Shift"
460,19,"Sus scrofa","Sus scrofa",FALSE,8.28622430125499e-07,"No Shift"
459,17,"Sus scrofa","Sus scrofa",FALSE,0.00453257076718404,"No Shift"
458,20,"Sus scrofa","Sus scrofa",FALSE,0.00131593013702882,"No Shift"
457,21,"Sus scrofa","Sus scrofa",FALSE,0.000691633851127051,"No Shift"
456,16,"Sus scrofa","Sus scrofa",FALSE,0.000384809486251885,"No Shift"
455,15,"Sus scrofa","Sus scrofa",FALSE,0.00063535976534663,"No Shift"
454,461,"Sus scrofa","Sus scrofa",FALSE,0.000422564770421286,"No Shift"
461,462,"Sus scrofa","Sus scrofa",FALSE,0.0018687248945898,"No Shift"
462,463,"Sus scrofa","Sus scrofa",FALSE,0.000844544058891353,"No Shift"
463,23,"Sus scrofa","Sus scrofa",FALSE,0.000267526995012945,"No Shift"
463,24,"Sus scrofa","Sus scrofa",FALSE,0.00043905624018847,"No Shift"
462,25,"Sus scrofa","Sus scrofa",FALSE,0.0002797304532949,"No Shift"
461,22,"Sus scrofa","Sus scrofa",FALSE,0.00233574791108647,"No Shift"
453,464,"Sus scrofa","Sus scrofa",FALSE,3.61643231644568e-06,"No Shift"
464,465,"Sus scrofa","Sus scrofa",FALSE,0.00164517789215965,"No Shift"
465,466,"Sus scrofa","Sus scrofa",FALSE,0.000764398929490022,"No Shift"
466,11,"Sus scrofa","Sus scrofa",FALSE,4.71411381190111e-08,"No Shift"
466,12,"Sus scrofa","Sus scrofa",FALSE,0.00669170883370288,"No Shift"
