parent,child,parent_state,child_state,host_switch,rate,zero_branch,group,segment,protein
443,883,Sus scrofa,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
883,466,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
466,467,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
467,468,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
468,469,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
469,470,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
470,2,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
470,3,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
469,4,Unknown,Mus musculus,FALSE,0,TRUE,No Shift,seg8,NS1
468,471,Unknown,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
471,472,Homo sapiens,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
472,473,Homo sapiens,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
473,474,Homo sapiens,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
474,5,Homo sapiens,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
471,9,Homo sapiens,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
467,475,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
475,476,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
476,477,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
478,479,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
479,480,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
480,10,Unknown,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
480,11,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
479,12,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
478,13,Unknown,Homo sapiens,FALSE,0,TRUE,No Shift,seg8,NS1
477,14,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
476,15,Unknown,Unknown,FALSE,0,TRUE,No Shift,seg8,NS1
482,483,Meleagris gallopavo,Meleagris gallopavo,FALSE,0,TRUE,No Shift,seg8,NS1
483,484,Meleagris gallopavo,Meleagris gallopavo,FALSE,0,TRUE,No Shift,seg8,NS1
