protein,feature_set,model,true,predicted,count
NP_protein,ptm_fast,LogisticReg,Human,Swine,4
NP_protein,ptm_fast,LogisticReg,Swine,Avian,8
NP_protein,ptm_fast,LogisticReg,Swine,Human,30
NP_protein,ptm_fast,LogisticReg,Swine,Swine,30
NP_protein,ptm_plus_strain_fast,LogisticReg,Avian,Avian,63
NP_protein,ptm_plus_strain_fast,LogisticReg,Avian,Human,6
NP_protein,ptm_plus_strain_fast,LogisticReg,Avian,Swine,0
NP_protein,ptm_plus_strain_fast,LogisticReg,Human,Avian,32
NP_protein,ptm_plus_strain_fast,LogisticReg,Human,Human,107
NP_protein,ptm_plus_strain_fast,LogisticReg,Human,Swine,3
NP_protein,ptm_plus_strain_fast,LogisticReg,Swine,Avian,4
NP_protein,ptm_plus_strain_fast,LogisticReg,Swine,Human,34
NP_protein,ptm_plus_strain_fast,LogisticReg,Swine,Swine,30
NA_neuraminidase,strain_only,RandomForest,Avian,Avian,101
NA_neuraminidase,strain_only,RandomForest,Avian,Human,0
NA_neuraminidase,strain_only,RandomForest,Avian,Swine,5
NA_neuraminidase,strain_only,RandomForest,Human,Avian,28
NA_neuraminidase,strain_only,RandomForest,Human,Human,0
NA_neuraminidase,strain_only,RandomForest,Human,Swine,235
NA_neuraminidase,strain_only,RandomForest,Swine,Avian,4
NA_neuraminidase,strain_only,RandomForest,Swine,Human,0
NA_neuraminidase,strain_only,RandomForest,Swine,Swine,102
NA_neuraminidase,strain_only,LogisticReg,Avian,Avian,101
NA_neuraminidase,strain_only,LogisticReg,Avian,Human,0
NA_neuraminidase,strain_only,LogisticReg,Avian,Swine,5
NA_neuraminidase,strain_only,LogisticReg,Human,Avian,28
NA_neuraminidase,strain_only,LogisticReg,Human,Human,0
NA_neuraminidase,strain_only,LogisticReg,Human,Swine,235
NA_neuraminidase,strain_only,LogisticReg,Swine,Avian,4
NA_neuraminidase,strain_only,LogisticReg,Swine,Human,0
NA_neuraminidase,strain_only,LogisticReg,Swine,Swine,102
NA_neuraminidase,ptm_all,RandomForest,Avian,Avian,95
NA_neuraminidase,ptm_all,RandomForest,Avian,Human,11
NA_neuraminidase,ptm_all,RandomForest,Avian,Swine,0
NA_neuraminidase,ptm_all,RandomForest,Human,Avian,26
NA_neuraminidase,ptm_all,RandomForest,Human,Human,203
NA_neuraminidase,ptm_all,RandomForest,Human,Swine,34
NA_neuraminidase,ptm_all,RandomForest,Swine,Avian,4
NA_neuraminidase,ptm_all,RandomForest,Swine,Human,42
NA_neuraminidase,ptm_all,RandomForest,Swine,Swine,60
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Avian,Avian,97
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Avian,Human,9
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Avian,Swine,0
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Human,Avian,26
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Human,Human,207
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Human,Swine,30
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Swine,Avian,5
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Swine,Human,42
NA_neuraminidase,ptm_plus_strain_all,RandomForest,Swine,Swine,59
NA_neuraminidase,ptm_all,LogisticReg,Avian,Avian,91
NA_neuraminidase,ptm_all,LogisticReg,Avian,Human,14
NA_neuraminidase,ptm_all,LogisticReg,Avian,Swine,1
NA_neuraminidase,ptm_all,LogisticReg,Human,Avian,26
NA_neuraminidase,ptm_all,LogisticReg,Human,Human,199
NA_neuraminidase,ptm_all,LogisticReg,Human,Swine,38
NA_neuraminidase,ptm_all,LogisticReg,Swine,Avian,4
NA_neuraminidase,ptm_all,LogisticReg,Swine,Human,42
NA_neuraminidase,ptm_all,LogisticReg,Swine,Swine,60
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Avian,Avian,93
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Avian,Human,13
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Avian,Swine,0
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Human,Avian,26
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Human,Human,223
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Human,Swine,14
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Swine,Avian,3
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Swine,Human,51
NA_neuraminidase,ptm_plus_strain_all,LogisticReg,Swine,Swine,52
NA_neuraminidase,ptm_fast,RandomForest,Avian,Avian,0
NA_neuraminidase,ptm_fast,RandomForest,Avian,Human,0
NA_neuraminidase,ptm_fast,RandomForest,Avian,Swine,106
NA_neuraminidase,ptm_fast,RandomForest,Human,Avian,0
NA_neuraminidase,ptm_fast,RandomForest,Human,Human,2
NA_neuraminidase,ptm_fast,RandomForest,Human,Swine,261
NA_neuraminidase,ptm_fast,RandomForest,Swine,Avian,0
NA_neuraminidase,ptm_fast,RandomForest,Swine,Human,0
NA_neuraminidase,ptm_fast,RandomForest,Swine,Swine,106
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Avian,Avian,101
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Avian,Human,0
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Avian,Swine,5
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Human,Avian,28
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Human,Human,2
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Human,Swine,233
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Swine,Avian,4
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Swine,Human,0
NA_neuraminidase,ptm_plus_strain_fast,RandomForest,Swine,Swine,102
NA_neuraminidase,ptm_fast,LogisticReg,Avian,Avian,21
NA_neuraminidase,ptm_fast,LogisticReg,Avian,Human,0
NA_neuraminidase,ptm_fast,LogisticReg,Avian,Swine,85
NA_neuraminidase,ptm_fast,LogisticReg,Human,Avian,52
NA_neuraminidase,ptm_fast,LogisticReg,Human,Human,2
NA_neuraminidase,ptm_fast,LogisticReg,Human,Swine,209
NA_neuraminidase,ptm_fast,LogisticReg,Swine,Avian,22
NA_neuraminidase,ptm_fast,LogisticReg,Swine,Human,0
NA_neuraminidase,ptm_fast,LogisticReg,Swine,Swine,84
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Avian,Avian,101
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Avian,Human,0
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Avian,Swine,5
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Human,Avian,28
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Human,Human,2
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Human,Swine,233
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Swine,Avian,4
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Swine,Human,0
NA_neuraminidase,ptm_plus_strain_fast,LogisticReg,Swine,Swine,102
M1_matrix_protein,strain_only,RandomForest,Avian,Avian,61
M1_matrix_protein,strain_only,RandomForest,Avian,Human,0
M1_matrix_protein,strain_only,RandomForest,Avian,Swine,6
M1_matrix_protein,strain_only,RandomForest,Human,Avian,28
M1_matrix_protein,strain_only,RandomForest,Human,Human,0
M1_matrix_protein,strain_only,RandomForest,Human,Swine,144
M1_matrix_protein,strain_only,RandomForest,Swine,Avian,3
M1_matrix_protein,strain_only,RandomForest,Swine,Human,0
M1_matrix_protein,strain_only,RandomForest,Swine,Swine,119
M1_matrix_protein,strain_only,LogisticReg,Avian,Avian,61
M1_matrix_protein,strain_only,LogisticReg,Avian,Human,0
M1_matrix_protein,strain_only,LogisticReg,Avian,Swine,6
M1_matrix_protein,strain_only,LogisticReg,Human,Avian,28
M1_matrix_protein,strain_only,LogisticReg,Human,Human,0
M1_matrix_protein,strain_only,LogisticReg,Human,Swine,144
M1_matrix_protein,strain_only,LogisticReg,Swine,Avian,3
M1_matrix_protein,strain_only,LogisticReg,Swine,Human,0
M1_matrix_protein,strain_only,LogisticReg,Swine,Swine,119
M1_matrix_protein,ptm_all,RandomForest,Avian,Avian,40
M1_matrix_protein,ptm_all,RandomForest,Avian,Human,8
M1_matrix_protein,ptm_all,RandomForest,Avian,Swine,19
M1_matrix_protein,ptm_all,RandomForest,Human,Avian,19
M1_matrix_protein,ptm_all,RandomForest,Human,Human,145
M1_matrix_protein,ptm_all,RandomForest,Human,Swine,8
M1_matrix_protein,ptm_all,RandomForest,Swine,Avian,6
M1_matrix_protein,ptm_all,RandomForest,Swine,Human,55
M1_matrix_protein,ptm_all,RandomForest,Swine,Swine,61
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Avian,Avian,56
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Avian,Human,6
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Avian,Swine,5
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Human,Avian,7
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Human,Human,158
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Human,Swine,7
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Swine,Avian,3
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Swine,Human,55
M1_matrix_protein,ptm_plus_strain_all,RandomForest,Swine,Swine,64
M1_matrix_protein,ptm_all,LogisticReg,Avian,Avian,40
M1_matrix_protein,ptm_all,LogisticReg,Avian,Human,8
M1_matrix_protein,ptm_all,LogisticReg,Avian,Swine,19
M1_matrix_protein,ptm_all,LogisticReg,Human,Avian,19
M1_matrix_protein,ptm_all,LogisticReg,Human,Human,144
M1_matrix_protein,ptm_all,LogisticReg,Human,Swine,9
M1_matrix_protein,ptm_all,LogisticReg,Swine,Avian,6
M1_matrix_protein,ptm_all,LogisticReg,Swine,Human,62
M1_matrix_protein,ptm_all,LogisticReg,Swine,Swine,54
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Avian,Avian,57
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Avian,Human,5
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Avian,Swine,5
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Human,Avian,19
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Human,Human,144
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Human,Swine,9
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Swine,Avian,3
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Swine,Human,56
M1_matrix_protein,ptm_plus_strain_all,LogisticReg,Swine,Swine,63
M1_matrix_protein,ptm_slow,RandomForest,Avian,Avian,1
M1_matrix_protein,ptm_slow,RandomForest,Avian,Human,7
M1_matrix_protein,ptm_slow,RandomForest,Avian,Swine,59
M1_matrix_protein,ptm_slow,RandomForest,Human,Avian,12
M1_matrix_protein,ptm_slow,RandomForest,Human,Human,9
M1_matrix_protein,ptm_slow,RandomForest,Human,Swine,151
M1_matrix_protein,ptm_slow,RandomForest,Swine,Avian,0
M1_matrix_protein,ptm_slow,RandomForest,Swine,Human,0
M1_matrix_protein,ptm_slow,RandomForest,Swine,Swine,122
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Avian,Avian,56
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Avian,Human,5
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Avian,Swine,6
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Human,Avian,7
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Human,Human,21
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Human,Swine,144
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Swine,Avian,3
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Swine,Human,0
M1_matrix_protein,ptm_plus_strain_slow,RandomForest,Swine,Swine,119
M1_matrix_protein,ptm_slow,LogisticReg,Avian,Avian,1
M1_matrix_protein,ptm_slow,LogisticReg,Avian,Human,7
M1_matrix_protein,ptm_slow,LogisticReg,Avian,Swine,59
M1_matrix_protein,ptm_slow,LogisticReg,Human,Avian,12
M1_matrix_protein,ptm_slow,LogisticReg,Human,Human,9
M1_matrix_protein,ptm_slow,LogisticReg,Human,Swine,151
M1_matrix_protein,ptm_slow,LogisticReg,Swine,Avian,0
M1_matrix_protein,ptm_slow,LogisticReg,Swine,Human,0
M1_matrix_protein,ptm_slow,LogisticReg,Swine,Swine,122
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Avian,Avian,57
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Avian,Human,4
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Avian,Swine,6
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Human,Avian,19
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Human,Human,9
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Human,Swine,144
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Swine,Avian,3
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Swine,Human,0
M1_matrix_protein,ptm_plus_strain_slow,LogisticReg,Swine,Swine,119
M2_ion_channel,strain_only,RandomForest,Avian,Avian,58
M2_ion_channel,strain_only,RandomForest,Avian,Human,0
M2_ion_channel,strain_only,RandomForest,Avian,Swine,5
M2_ion_channel,strain_only,RandomForest,Human,Avian,28
M2_ion_channel,strain_only,RandomForest,Human,Human,0
M2_ion_channel,strain_only,RandomForest,Human,Swine,127
M2_ion_channel,strain_only,RandomForest,Swine,Avian,4
M2_ion_channel,strain_only,RandomForest,Swine,Human,0
M2_ion_channel,strain_only,RandomForest,Swine,Swine,90
M2_ion_channel,strain_only,LogisticReg,Avian,Avian,58
M2_ion_channel,strain_only,LogisticReg,Avian,Human,0
M2_ion_channel,strain_only,LogisticReg,Avian,Swine,5
M2_ion_channel,strain_only,LogisticReg,Human,Avian,28
M2_ion_channel,strain_only,LogisticReg,Human,Human,0
M2_ion_channel,strain_only,LogisticReg,Human,Swine,127
M2_ion_channel,strain_only,LogisticReg,Swine,Avian,4
M2_ion_channel,strain_only,LogisticReg,Swine,Human,0
M2_ion_channel,strain_only,LogisticReg,Swine,Swine,90
M2_ion_channel,ptm_all,RandomForest,Avian,Avian,33
M2_ion_channel,ptm_all,RandomForest,Avian,Human,28
M2_ion_channel,ptm_all,RandomForest,Avian,Swine,2
M2_ion_channel,ptm_all,RandomForest,Human,Avian,15
M2_ion_channel,ptm_all,RandomForest,Human,Human,135
M2_ion_channel,ptm_all,RandomForest,Human,Swine,5
M2_ion_channel,ptm_all,RandomForest,Swine,Avian,3
M2_ion_channel,ptm_all,RandomForest,Swine,Human,71
M2_ion_channel,ptm_all,RandomForest,Swine,Swine,20
M2_ion_channel,ptm_plus_strain_all,RandomForest,Avian,Avian,52
M2_ion_channel,ptm_plus_strain_all,RandomForest,Avian,Human,10
M2_ion_channel,ptm_plus_strain_all,RandomForest,Avian,Swine,1
M2_ion_channel,ptm_plus_strain_all,RandomForest,Human,Avian,16
M2_ion_channel,ptm_plus_strain_all,RandomForest,Human,Human,136
M2_ion_channel,ptm_plus_strain_all,RandomForest,Human,Swine,3
M2_ion_channel,ptm_plus_strain_all,RandomForest,Swine,Avian,3
M2_ion_channel,ptm_plus_strain_all,RandomForest,Swine,Human,70
M2_ion_channel,ptm_plus_strain_all,RandomForest,Swine,Swine,21
M2_ion_channel,ptm_all,LogisticReg,Avian,Avian,33
M2_ion_channel,ptm_all,LogisticReg,Avian,Human,25
M2_ion_channel,ptm_all,LogisticReg,Avian,Swine,5
M2_ion_channel,ptm_all,LogisticReg,Human,Avian,15
M2_ion_channel,ptm_all,LogisticReg,Human,Human,107
M2_ion_channel,ptm_all,LogisticReg,Human,Swine,33
M2_ion_channel,ptm_all,LogisticReg,Swine,Avian,3
M2_ion_channel,ptm_all,LogisticReg,Swine,Human,57
M2_ion_channel,ptm_all,LogisticReg,Swine,Swine,34
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Avian,Avian,53
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Avian,Human,7
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Avian,Swine,3
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Human,Avian,17
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Human,Human,63
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Human,Swine,75
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Swine,Avian,3
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Swine,Human,34
M2_ion_channel,ptm_plus_strain_all,LogisticReg,Swine,Swine,57
M2_ion_channel,ptm_slow,RandomForest,Avian,Avian,15
M2_ion_channel,ptm_slow,RandomForest,Avian,Human,7
M2_ion_channel,ptm_slow,RandomForest,Avian,Swine,41
M2_ion_channel,ptm_slow,RandomForest,Human,Avian,7
M2_ion_channel,ptm_slow,RandomForest,Human,Human,12
M2_ion_channel,ptm_slow,RandomForest,Human,Swine,136
M2_ion_channel,ptm_slow,RandomForest,Swine,Avian,0
M2_ion_channel,ptm_slow,RandomForest,Swine,Human,0
M2_ion_channel,ptm_slow,RandomForest,Swine,Swine,94
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Avian,Avian,53
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Avian,Human,5
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Avian,Swine,5
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Human,Avian,10
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Human,Human,18
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Human,Swine,127
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Swine,Avian,2
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Swine,Human,0
M2_ion_channel,ptm_plus_strain_slow,RandomForest,Swine,Swine,92
M2_ion_channel,ptm_slow,LogisticReg,Avian,Avian,15
M2_ion_channel,ptm_slow,LogisticReg,Avian,Human,7
M2_ion_channel,ptm_slow,LogisticReg,Avian,Swine,41
M2_ion_channel,ptm_slow,LogisticReg,Human,Avian,7
M2_ion_channel,ptm_slow,LogisticReg,Human,Human,12
M2_ion_channel,ptm_slow,LogisticReg,Human,Swine,136
M2_ion_channel,ptm_slow,LogisticReg,Swine,Avian,0
M2_ion_channel,ptm_slow,LogisticReg,Swine,Human,0
M2_ion_channel,ptm_slow,LogisticReg,Swine,Swine,94
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Avian,Avian,53
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Avian,Human,5
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Avian,Swine,5
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Human,Avian,16
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Human,Human,12
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Human,Swine,127
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Swine,Avian,2
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Swine,Human,0
M2_ion_channel,ptm_plus_strain_slow,LogisticReg,Swine,Swine,92
NS1_protein,strain_only,RandomForest,Avian,Avian,65
NS1_protein,strain_only,RandomForest,Avian,Human,0
NS1_protein,strain_only,RandomForest,Avian,Swine,6
NS1_protein,strain_only,RandomForest,Human,Avian,33
NS1_protein,strain_only,RandomForest,Human,Human,0
NS1_protein,strain_only,RandomForest,Human,Swine,113
NS1_protein,strain_only,RandomForest,Swine,Avian,3
NS1_protein,strain_only,RandomForest,Swine,Human,0
NS1_protein,strain_only,RandomForest,Swine,Swine,60
NS1_protein,strain_only,LogisticReg,Avian,Avian,65
NS1_protein,strain_only,LogisticReg,Avian,Human,0
NS1_protein,strain_only,LogisticReg,Avian,Swine,6
NS1_protein,strain_only,LogisticReg,Human,Avian,33
NS1_protein,strain_only,LogisticReg,Human,Human,0
NS1_protein,strain_only,LogisticReg,Human,Swine,113
NS1_protein,strain_only,LogisticReg,Swine,Avian,3
NS1_protein,strain_only,LogisticReg,Swine,Human,0
NS1_protein,strain_only,LogisticReg,Swine,Swine,60
NS1_protein,ptm_all,RandomForest,Avian,Avian,61
NS1_protein,ptm_all,RandomForest,Avian,Human,9
NS1_protein,ptm_all,RandomForest,Avian,Swine,1
NS1_protein,ptm_all,RandomForest,Human,Avian,16
NS1_protein,ptm_all,RandomForest,Human,Human,126
NS1_protein,ptm_all,RandomForest,Human,Swine,4
NS1_protein,ptm_all,RandomForest,Swine,Avian,4
NS1_protein,ptm_all,RandomForest,Swine,Human,28
NS1_protein,ptm_all,RandomForest,Swine,Swine,31
NS1_protein,ptm_plus_strain_all,RandomForest,Avian,Avian,62
NS1_protein,ptm_plus_strain_all,RandomForest,Avian,Human,9
NS1_protein,ptm_plus_strain_all,RandomForest,Avian,Swine,0
NS1_protein,ptm_plus_strain_all,RandomForest,Human,Avian,18
NS1_protein,ptm_plus_strain_all,RandomForest,Human,Human,124
NS1_protein,ptm_plus_strain_all,RandomForest,Human,Swine,4
NS1_protein,ptm_plus_strain_all,RandomForest,Swine,Avian,3
NS1_protein,ptm_plus_strain_all,RandomForest,Swine,Human,28
NS1_protein,ptm_plus_strain_all,RandomForest,Swine,Swine,32
NS1_protein,ptm_all,LogisticReg,Avian,Avian,62
NS1_protein,ptm_all,LogisticReg,Avian,Human,9
NS1_protein,ptm_all,LogisticReg,Avian,Swine,0
NS1_protein,ptm_all,LogisticReg,Human,Avian,15
NS1_protein,ptm_all,LogisticReg,Human,Human,122
NS1_protein,ptm_all,LogisticReg,Human,Swine,9
NS1_protein,ptm_all,LogisticReg,Swine,Avian,4
NS1_protein,ptm_all,LogisticReg,Swine,Human,29
NS1_protein,ptm_all,LogisticReg,Swine,Swine,30
NS1_protein,ptm_plus_strain_all,LogisticReg,Avian,Avian,62
NS1_protein,ptm_plus_strain_all,LogisticReg,Avian,Human,9
NS1_protein,ptm_plus_strain_all,LogisticReg,Avian,Swine,0
NS1_protein,ptm_plus_strain_all,LogisticReg,Human,Avian,17
NS1_protein,ptm_plus_strain_all,LogisticReg,Human,Human,123
NS1_protein,ptm_plus_strain_all,LogisticReg,Human,Swine,6
NS1_protein,ptm_plus_strain_all,LogisticReg,Swine,Avian,3
NS1_protein,ptm_plus_strain_all,LogisticReg,Swine,Human,29
NS1_protein,ptm_plus_strain_all,LogisticReg,Swine,Swine,31
NS1_protein,ptm_slow,RandomForest,Avian,Avian,42
NS1_protein,ptm_slow,RandomForest,Avian,Human,16
NS1_protein,ptm_slow,RandomForest,Avian,Swine,13
NS1_protein,ptm_slow,RandomForest,Human,Avian,21
NS1_protein,ptm_slow,RandomForest,Human,Human,52
NS1_protein,ptm_slow,RandomForest,Human,Swine,73
NS1_protein,ptm_slow,RandomForest,Swine,Avian,13
NS1_protein,ptm_slow,RandomForest,Swine,Human,21
NS1_protein,ptm_slow,RandomForest,Swine,Swine,29
NS1_protein,ptm_plus_strain_slow,RandomForest,Avian,Avian,63
NS1_protein,ptm_plus_strain_slow,RandomForest,Avian,Human,8
NS1_protein,ptm_plus_strain_slow,RandomForest,Avian,Swine,0
NS1_protein,ptm_plus_strain_slow,RandomForest,Human,Avian,19
NS1_protein,ptm_plus_strain_slow,RandomForest,Human,Human,127
NS1_protein,ptm_plus_strain_slow,RandomForest,Human,Swine,0
NS1_protein,ptm_plus_strain_slow,RandomForest,Swine,Avian,3
NS1_protein,ptm_plus_strain_slow,RandomForest,Swine,Human,48
NS1_protein,ptm_plus_strain_slow,RandomForest,Swine,Swine,12
NS1_protein,ptm_slow,LogisticReg,Avian,Avian,44
NS1_protein,ptm_slow,LogisticReg,Avian,Human,6
NS1_protein,ptm_slow,LogisticReg,Avian,Swine,21
NS1_protein,ptm_slow,LogisticReg,Human,Avian,32
NS1_protein,ptm_slow,LogisticReg,Human,Human,0
NS1_protein,ptm_slow,LogisticReg,Human,Swine,114
NS1_protein,ptm_slow,LogisticReg,Swine,Avian,13
NS1_protein,ptm_slow,LogisticReg,Swine,Human,0
NS1_protein,ptm_slow,LogisticReg,Swine,Swine,50
NS1_protein,ptm_plus_strain_slow,LogisticReg,Avian,Avian,63
NS1_protein,ptm_plus_strain_slow,LogisticReg,Avian,Human,7
NS1_protein,ptm_plus_strain_slow,LogisticReg,Avian,Swine,1
NS1_protein,ptm_plus_strain_slow,LogisticReg,Human,Avian,31
NS1_protein,ptm_plus_strain_slow,LogisticReg,Human,Human,2
NS1_protein,ptm_plus_strain_slow,LogisticReg,Human,Swine,113
NS1_protein,ptm_plus_strain_slow,LogisticReg,Swine,Avian,3
NS1_protein,ptm_plus_strain_slow,LogisticReg,Swine,Human,0
NS1_protein,ptm_plus_strain_slow,LogisticReg,Swine,Swine,60
NEP_protein,strain_only,RandomForest,Avian,Avian,58
NEP_protein,strain_only,RandomForest,Avian,Human,0
NEP_protein,strain_only,RandomForest,Avian,Swine,4
NEP_protein,strain_only,RandomForest,Human,Avian,31
NEP_protein,strain_only,RandomForest,Human,Human,0
NEP_protein,strain_only,RandomForest,Human,Swine,93
NEP_protein,strain_only,RandomForest,Swine,Avian,4
NEP_protein,strain_only,RandomForest,Swine,Human,0
NEP_protein,strain_only,RandomForest,Swine,Swine,74
NEP_protein,strain_only,LogisticReg,Avian,Avian,58
NEP_protein,strain_only,LogisticReg,Avian,Human,0
NEP_protein,strain_only,LogisticReg,Avian,Swine,4
NEP_protein,strain_only,LogisticReg,Human,Avian,31
NEP_protein,strain_only,LogisticReg,Human,Human,0
NEP_protein,strain_only,LogisticReg,Human,Swine,93
NEP_protein,strain_only,LogisticReg,Swine,Avian,4
NEP_protein,strain_only,LogisticReg,Swine,Human,0
NEP_protein,strain_only,LogisticReg,Swine,Swine,74
NEP_protein,ptm_all,RandomForest,Avian,Avian,62
NEP_protein,ptm_all,RandomForest,Avian,Human,0
NEP_protein,ptm_all,RandomForest,Avian,Swine,0
NEP_protein,ptm_all,RandomForest,Human,Avian,39
NEP_protein,ptm_all,RandomForest,Human,Human,85
NEP_protein,ptm_all,RandomForest,Human,Swine,0
NEP_protein,ptm_all,RandomForest,Swine,Avian,44
NEP_protein,ptm_all,RandomForest,Swine,Human,34
NEP_protein,ptm_all,RandomForest,Swine,Swine,0
NEP_protein,ptm_plus_strain_all,RandomForest,Avian,Avian,58
NEP_protein,ptm_plus_strain_all,RandomForest,Avian,Human,0
NEP_protein,ptm_plus_strain_all,RandomForest,Avian,Swine,4
NEP_protein,ptm_plus_strain_all,RandomForest,Human,Avian,30
NEP_protein,ptm_plus_strain_all,RandomForest,Human,Human,85
NEP_protein,ptm_plus_strain_all,RandomForest,Human,Swine,9
NEP_protein,ptm_plus_strain_all,RandomForest,Swine,Avian,4
NEP_protein,ptm_plus_strain_all,RandomForest,Swine,Human,34
NEP_protein,ptm_plus_strain_all,RandomForest,Swine,Swine,40
NEP_protein,ptm_all,LogisticReg,Avian,Avian,62
NEP_protein,ptm_all,LogisticReg,Avian,Human,0
NEP_protein,ptm_all,LogisticReg,Avian,Swine,0
NEP_protein,ptm_all,LogisticReg,Human,Avian,39
NEP_protein,ptm_all,LogisticReg,Human,Human,85
NEP_protein,ptm_all,LogisticReg,Human,Swine,0
NEP_protein,ptm_all,LogisticReg,Swine,Avian,44
NEP_protein,ptm_all,LogisticReg,Swine,Human,34
NEP_protein,ptm_all,LogisticReg,Swine,Swine,0
NEP_protein,ptm_plus_strain_all,LogisticReg,Avian,Avian,58
NEP_protein,ptm_plus_strain_all,LogisticReg,Avian,Human,0
NEP_protein,ptm_plus_strain_all,LogisticReg,Avian,Swine,4
NEP_protein,ptm_plus_strain_all,LogisticReg,Human,Avian,30
NEP_protein,ptm_plus_strain_all,LogisticReg,Human,Human,85
